SYMBOL,SCINAME,ALEPTH_IND,ANERB_TOLR_CD,BLOAT_POT_CD,BLOOM_PRD_CD,CACO3_TOLR_CD,C_N_RATIO_CD,XMAS_TREE_SUIT_IND,COLD_STRAT_IND,COPPICE_POT_IND,DRGHT_TOLR_CD,FALL_CSPC_IND,FERT_RQMT_CD,FIRE_RESIST_IND,FIRE_TOLR_CD,FLWR_COLOR_CD,FLWR_CSPC_IND,FODDR_SUIT_IND,FOLG_COLOR_CD,FOLG_PRSTY_SUMR_CD,FOLG_PRSTY_WNTR_CD,FOLG_TXT_CD,FROST_FREE_DAY_MIN,FROST_FREE_DAY_MIN_RNG,FRUT_BODY_SUIT_IND,FRUT_SEED_ABUND_CD,FRUT_SEED_COLOR_CD,FRUT_SEED_CSPC_IND,FRUT_SEED_END_CD,FRUT_SEED_PRST_IND,FRUT_SEED_START_CD,FUEL_WOOD_SUIT_CD,GRAS_LOW_GRW_IND,GRWTH_FORM_CD,GRWTH_HABIT_CD,GRWTH_PRD_ACTV_CD,GRWTH_RATE_CD,HEDG_TOLR_CD,HT_AT_MTRTY,HT_AT_MTRTY_RNG,HT_MAX_BASE_AGE,HT_MAX_BASE_AGE_RNG,LEAF_RETNT_IND,LFSPN_CD,LMBR_SUIT_IND,MOIST_USE_CD,NAVL_STOR_SUIT_IND,N_FIX_POT_CD,NURS_STK_SUIT_IND,PALAT_HUMAN_IND,PALAT_ANIML_BRS_CD,PALAT_ANIML_GRZ_CD,PLNT_CLTVR_SEL_IND,PLNT_DEN_HIGH,PLNT_DEN_HIGH_RNG,PLNT_DEN_LOW,PLNT_DEN_LOW_RNG,PLYWD_VNR_SUIT_IND,POST_SUIT_IND,PRECIP_TOLR_MAX,PRECIP_TOLR_MAX_RNG,PRECIP_TOLR_MIN,PRECIP_TOLR_MIN_RNG,PRPG_BARE_ROOT_IND,PRPG_BULB_IND,PRPG_CORM_IND,PRPG_CUT_IND,PRPG_SEED_IND,PRPG_SOD_IND,PRPG_SPRIG_IND,PRPG_TUBR_IND,PRPG_CTNR_IND,PROTEIN_POT_CD,PLPWD_SUIT_IND,RGRWTH_RATE_CD,RSPRT_ABLE_IND,ROOT_DPTH_MIN,ROOT_DPTH_MIN_RNG,SLIN_TOLR_CD,SEED_SPRD_RATE_CD,SEEDLING_VGOR_CD,SEED_PER_LB,SEED_PER_LB_RNG,SHADE_TOLR_CD,SM_GRAIN_IND,SOIL_ADP_C_TXT_IND,SOIL_ADP_F_TXT_IND,SOIL_ADP_M_TXT_IND,SOIL_PH_TOLR_MAX,SOIL_PH_TOLR_MAX_RNG,SOIL_PH_TOLR_MIN,SOIL_PH_TOLR_MIN_RNG,TEMP_TOLR_MIN,TEMP_TOLR_MIN_RNG,TOX_CD,VEG_SPRD_RATE_CD,VS_COMM_AVAIL,Sources,Notes 
ACNI5,Acer nigrum,No,Low,None,Late Spring,Medium,High,No,Yes,No,Medium,Yes,Medium,No,Low,Yellow,No,No,Green,Dense,Porous,Medium,130,127,No,Medium,Brown,No,Fall,No,Summer,High,No,Erect,Single Stem,Spring and Summer,Moderate,None,100,100,28,25,No,Moderate,Yes,Medium,Yes,None,Yes,Yes,Medium,,,700,500,300,300,Yes,No,60,60,24,20,Yes,No,No,No,Yes,No,No,No,Yes,,No,,Yes,30,30,None,Moderate,Medium,7030,10,Tolerant,No,Yes,Yes,Yes,7.3,7.3,4.5,4.5,-47,-47,None,None,No Known Source,,
ACOCO,Achnatherum occidentale ssp. occidentale,No,None,None,Late Spring,Low,Medium,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Moderate,Porous,Fine,110,97,No,Medium,Brown,No,Summer,No,Summer,,No,Erect,Bunch,Spring and Summer,Moderate,None,2,2,,,No,Moderate,No,Low,No,None,No,No,Medium,Medium,,,,,,No,No,14,10,8,8,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,16,15,Low,Moderate,,285000,200000,Intermediate,No,Yes,No,Yes,7.5,7.5,5.7,5.7,-28,-32,None,Moderate,No Known Source,,
ACOPR,Acmella oppositifolia var. repens,No,Low,None,Late Summer,Medium,Medium,No,No,No,Low,No,Low,Yes,Low,Green,Yes,No,Green,Porous,Porous,Fine,200,187,No,Medium,Black,No,Fall,No,Summer,,No,Prostrate,Stoloniferous,Summer,Rapid,None,0.7,0,,,No,Long,No,Medium,No,None,No,No,,High,,19000,19000,4800,4000,No,No,50,50,30,30,No,No,No,No,No,No,Yes,No,No,,No,Slow,No,6,6,None,Slow,Medium,,,Intolerant,No,No,Yes,Yes,7.5,7.5,5,4.9,-3,-7,None,Slow,No Known Source,,
ACPL,Acer platanoides,No,None,None,Early Spring,Medium,High,No,Yes,Yes,Low,Yes,Medium,No,Low,Green,No,No,Green,Dense,Moderate,Medium,130,127,No,High,Brown,Yes,Fall,No,Summer,Medium,No,Rounded,Single Stem,Spring and Summer,Rapid,Medium,50,40,25,25,No,Moderate,Yes,Medium,No,None,Yes,No,Low,Low,,700,500,170,10,Yes,No,50,50,32,30,Yes,No,No,No,Yes,No,No,No,Yes,,No,,Yes,40,39,Medium,Slow,Low,2640,10,Intermediate,No,No,No,Yes,7.2,7.1,4.8,4.7,-28,-32,None,None,Routinely Available,,
ACPL,Acer platanoides,No,None,None,Mid Spring,Medium,High,No,Yes,Yes,Low,Yes,Medium,No,Low,Green,No,No,Red,Dense,Porous,Coarse,100,97,No,,Brown,Yes,Fall,No,Summer,Medium,No,Erect,Single Stem,Spring and Summer,Slow,None,50,40,35,30,No,Moderate,No,Medium,No,None,Yes,No,,,,700,500,300,300,No,No,60,60,24,20,Yes,No,No,Yes,No,No,No,No,Yes,,No,,Yes,30,30,Medium,,,,,Intermediate,No,No,No,Yes,6.8,6.7,4.8,4.7,-33,-37,None,None,Routinely Available,,
ACPS,Acer pseudoplatanus,No,None,None,Late Spring,Low,High,No,Yes,No,Medium,No,Medium,No,Medium,Green,No,No,Yellow-Green,Dense,Porous,Coarse,140,127,No,High,Green,Yes,Summer,No,Spring,Medium,No,Erect,Single Stem,Spring and Summer,Moderate,Medium,70,60,60,60,No,Moderate,No,Medium,No,None,Yes,No,Low,Low,,700,500,300,300,No,No,60,60,32,30,Yes,No,No,Yes,Yes,No,No,No,Yes,Low,No,,Yes,48,48,Medium,Moderate,Medium,5920,10,Intolerant,No,No,Yes,Yes,7,6.9,5.8,5.7,-23,-27,None,None,No Known Source,,
ACRU,Acer rubrum,No,Medium,None,Early Spring,High,High,No,No,Yes,Medium,Yes,Medium,No,Low,Red,Yes,No,Green,Dense,Porous,Medium,80,67,No,High,Red,Yes,Spring,No,Spring,Medium,No,Rounded,Single Stem,Spring and Summer,Rapid,Low,68,60,35,30,No,Short,Yes,High,No,None,Yes,Yes,Medium,Low,,1200,1000,170,10,Yes,No,80,60,25,25,Yes,No,No,No,Yes,No,No,No,Yes,Low,Yes,,Yes,30,30,None,Moderate,Medium,22720,10,Intermediate,No,Yes,Yes,Yes,7.3,7.3,4.7,4.7,-47,-47,Slight,None,Routinely Available,,
ACSA2,Acer saccharinum,No,High,None,Early Spring,Medium,High,No,No,Yes,Low,Yes,Low,No,Low,Yellow,Yes,No,Green,Dense,Porous,Medium,120,112,No,High,Brown,Yes,Fall,No,Summer,Medium,No,Rounded,Single Stem,Spring and Summer,Rapid,None,90,60,45,40,No,Moderate,Yes,Medium,No,None,Yes,Yes,Low,Low,,700,500,170,10,Yes,No,70,60,20,20,Yes,No,No,Yes,Yes,No,No,No,Yes,Low,No,,Yes,32,30,Low,Slow,Low,1610,10,Intermediate,No,Yes,Yes,Yes,7.3,7.3,4,3.9,-47,-47,None,None,Routinely Available,,
ACSP12,Achnatherum speciosum,No,None,None,Late Spring,Medium,Medium,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Moderate,Porous,Medium,120,112,No,Medium,Brown,No,Summer,No,Summer,,No,Erect,Bunch,Spring and Summer,Moderate,None,2,2,,,No,Moderate,No,Low,No,None,No,No,Medium,Medium,,,,,,No,No,14,10,6,6,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,10,9,Low,Moderate,Medium,225000,200000,Intolerant,No,Yes,No,Yes,7.7,7.7,6,5.9,-13,-17,None,,No Known Source,,
ACSP2,Acer spicatum,No,Low,None,Spring,Medium,High,No,Yes,Yes,Low,Yes,Medium,No,High,Yellow,No,No,Green,Dense,Porous,Coarse,100,97,No,High,Brown,No,Fall,Yes,Summer,Low,No,Erect,Multiple Stem,Spring and Summer,Moderate,None,25,20,25,25,No,Moderate,No,Medium,No,None,Yes,No,Medium,Low,,1100,1000,700,550,No,No,70,60,30,30,Yes,No,No,No,Yes,No,No,No,Yes,Low,No,,Yes,32,30,None,Moderate,Medium,22720,10,Tolerant,No,No,No,Yes,7,6.9,4.8,4.7,-47,-47,None,None,No Known Source,,
ACTH7,Achnatherum thurberianum,No,None,None,Mid Spring,Low,Medium,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Gray-Green,Moderate,Porous,Fine,100,97,No,Medium,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Moderate,None,2,2,,,No,Moderate,No,Low,No,None,No,No,Low,Medium,,,,,,No,No,16,15,6,6,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,10,9,Low,Slow,Medium,225000,200000,Intolerant,No,Yes,No,Yes,7.5,7.5,6,5.9,-23,-27,None,None,Field Collections Only,,
ACVI,Acalypha virginica,No,None,None,Early Summer,Low,High,No,No,No,Medium,Yes,Medium,No,None,Red,Yes,No,Green,Moderate,Porous,Coarse,80,67,No,High,Red,No,Fall,No,Summer,,No,Erect,Single Crown,"Spring, Summer, Fall",Rapid,None,3,3,,,No,,No,Medium,No,None,Yes,No,Low,Low,,4800,4500,1100,800,No,No,60,60,13,10,Yes,No,No,Yes,Yes,No,No,No,Yes,Low,No,Slow,No,6,6,None,Slow,Medium,678000,500000,Intermediate,No,No,No,Yes,7,6.9,5.9,5.9,33,33,None,None,No Known Source,,
ADCA,Adiantum capillus-veneris,No,Medium,None,Summer,High,,No,No,No,None,No,Low,No,None,White,No,No,Green,Porous,Porous,Fine,120,112,No,Medium,Brown,No,Fall,No,Summer,,No,Erect,Rhizomatous,Spring and Summer,Moderate,None,1.7,1,,,No,Moderate,No,High,No,None,No,No,Low,Low,,11000,10500,2700,1800,No,No,60,60,10,10,Yes,No,No,No,Yes,No,No,No,No,,No,Slow,No,2,1,None,Slow,Medium,3000000,1500000,Tolerant,No,No,Yes,Yes,8,7.9,6,5.9,-33,-37,None,Slow,Routinely Available,,
ADPE,Adiantum pedatum,No,Low,None,Summer,Low,Medium,No,No,No,Low,Yes,High,No,Medium,Brown,No,No,Dark Green,Moderate,Porous,Fine,80,67,No,High,Brown,No,Fall,No,Summer,,No,Semi-Erect,Rhizomatous,Spring and Summer,Moderate,None,1.3,1,,,No,Moderate,No,Medium,No,None,Yes,No,,,,4800,4500,1200,800,No,No,60,60,36,30,No,No,No,No,No,No,Yes,No,Yes,,No,Slow,No,10,9,None,Slow,Low,,,Tolerant,No,Yes,No,Yes,6.6,6.5,4.6,4.5,-38,-42,None,Moderate,Contracting Only,,
AECA,Aesculus californica,No,None,None,Summer,Low,High,No,No,No,High,Yes,Low,No,Medium,White,No,No,Red,Dense,Porous,Coarse,175,172,No,Medium,Brown,Yes,Fall,No,Summer,Low,No,Erect,Single Stem,Spring and Summer,Moderate,None,25,20,25,25,No,Long,Yes,Medium,No,None,Yes,Yes,Low,Low,,700,500,300,300,No,Yes,75,60,40,40,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,36,36,None,Slow,High,12,10,Intermediate,No,Yes,No,Yes,7.5,7.5,5.5,5.5,2,-2,Severe,None,Contracting Only,,
AEFL,Aesculus flava,No,None,None,Late Spring,Medium,High,No,Yes,No,Low,Yes,High,No,Low,Yellow,Yes,No,Green,Dense,Porous,Coarse,150,142,No,Medium,Brown,Yes,Fall,No,Summer,Medium,No,Erect,Single Stem,Spring and Summer,Moderate,None,65,60,30,30,No,Long,No,High,No,None,Yes,No,Low,,,700,500,300,300,No,No,84,60,39,30,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,36,36,None,Slow,High,28,10,Tolerant,No,No,No,Yes,7,6.9,5,4.9,-18,-22,Severe,None,No Known Source,,
AEGL,Aesculus glabra,No,None,None,Mid Spring,Medium,High,No,Yes,No,Medium,Yes,Medium,No,Low,Green,Yes,No,Green,Dense,Porous,Coarse,145,142,No,Medium,Brown,Yes,Fall,No,Spring,Medium,No,Erect,Single Stem,Spring and Summer,Rapid,None,68,60,25,25,No,Short,Yes,Medium,No,None,Yes,No,Low,Low,,700,500,300,300,No,No,60,60,30,30,Yes,No,No,No,Yes,No,No,No,Yes,,Yes,,Yes,36,36,None,Slow,High,58,10,Tolerant,No,No,Yes,Yes,7.1,7.1,5,4.9,-33,-37,Severe,None,Routinely Available,,
AEPA,Aesculus pavia,No,Medium,None,Late Spring,Medium,High,No,No,Yes,Low,No,Medium,No,Low,Red,Yes,No,Yellow-Green,Dense,Porous,Coarse,180,172,No,Medium,Brown,Yes,Fall,No,Summer,Medium,No,Erect,Single Stem,Spring and Summer,Moderate,Low,25,20,12,10,No,Long,No,High,No,None,Yes,No,Low,Low,,1100,1000,700,550,No,No,65,60,36,30,Yes,No,No,No,Yes,No,No,No,Yes,Low,No,,Yes,20,18,None,Slow,High,48,10,Tolerant,No,Yes,Yes,Yes,7,6.9,3.7,3.7,-20,-22,Severe,None,No Known Source,,
AESY,Aesculus sylvatica,No,Low,None,Mid Spring,Medium,High,No,Yes,No,Low,Yes,High,No,Low,Yellow,Yes,No,Green,Dense,Porous,Coarse,200,187,No,Medium,Brown,Yes,Fall,No,Summer,Medium,No,Erect,Single Stem,Spring and Summer,Moderate,None,65,60,30,30,No,Long,No,High,No,None,Yes,No,Low,,,700,500,300,300,No,No,80,60,40,40,Yes,No,No,No,Yes,No,No,No,Yes,,No,,Yes,36,36,None,Slow,High,40,10,Intermediate,No,No,No,Yes,7,6.9,5,4.9,7,3,Severe,None,No Known Source,,
AGAM,Agave americana,No,None,None,Indeterminate,Medium,High,No,No,No,High,Yes,Low,Yes,Low,Yellow,No,No,Green,Dense,Dense,Coarse,300,292,No,Low,Brown,No,,Yes,,,No,Semi-Erect,Single Crown,"Spring, Summer, Fall",Slow,Medium,6,6,,,Yes,Long,No,Low,No,None,No,No,,,,1700,1500,1200,800,No,No,14,10,8,8,Yes,No,No,No,Yes,No,Yes,No,Yes,,No,Slow,No,30,30,Low,Slow,Low,15000,10,Intolerant,No,Yes,No,Yes,8,7.9,6,5.9,12,8,None,None,No Known Source,,
AGAU2,Agoseris aurantiaca,No,None,None,Mid Spring,Medium,Medium,No,No,No,Medium,No,Low,No,Medium,Orange,Yes,No,Green,Porous,Porous,Medium,120,112,No,High,Brown,Yes,Fall,No,Summer,,No,Decumbent,Single Crown,Spring and Summer,Rapid,Medium,1,1,,,No,Short,No,Medium,No,None,No,No,Medium,Medium,,,,,,No,No,69,60,19,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,6,6,None,Moderate,High,755000,500000,Intolerant,No,Yes,Yes,Yes,7.5,7.5,6.6,6.5,-33,-37,,None,Contracting Only,,
AGCA4,Agrostis canina,No,Low,None,Late Spring,Medium,Medium,No,No,No,Low,No,High,No,Medium,Yellow,No,No,Green,Moderate,Porous,Fine,120,112,No,Medium,Brown,No,Summer,No,Summer,,Yes,Erect,Stoloniferous,Spring and Summer,Moderate,None,1.5,1,,,No,Short,No,High,No,None,No,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,32,30,No,No,No,No,Yes,Yes,Yes,No,No,Medium,No,Rapid,No,12,12,Medium,Slow,Medium,8247200,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,5,4.9,-23,-27,None,Rapid,Routinely Available,,
AGCA4,Agrostis canina,No,Low,None,Mid Spring,Medium,Low,No,No,No,Low,No,High,No,Medium,Brown,No,No,Green,Moderate,Porous,Fine,90,82,No,Medium,Yellow,No,Summer,No,Summer,,Yes,Erect,Stoloniferous,Spring and Summer,Moderate,None,1.5,1,,,No,Moderate,No,High,No,None,Yes,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,30,30,No,No,No,No,Yes,Yes,Yes,No,No,Medium,No,Moderate,No,10,9,Medium,Slow,Medium,8247200,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,5,4.9,-33,-37,None,Rapid,Routinely Available,,
AGCA5,Agrostis capillaris,No,Medium,None,Mid Summer,High,Low,No,No,No,Low,No,High,No,Medium,Purple,No,Yes,Green,Porous,Porous,Fine,110,97,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,Spring and Summer,Rapid,None,2,2,,,No,Short,No,High,No,None,No,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,32,30,No,No,No,No,Yes,Yes,No,No,No,Medium,No,Moderate,No,12,12,Medium,Moderate,High,5741600,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,5,4.9,-43,-47,None,Rapid,Routinely Available,,
AGCA5,Agrostis capillaris,No,Medium,None,Mid Summer,Medium,Low,No,No,No,Low,No,High,No,Medium,Yellow,No,Yes,Green,Porous,Porous,Fine,120,112,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,Spring and Summer,Rapid,None,2,2,,,No,Short,No,High,No,None,No,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,32,30,No,No,No,No,Yes,Yes,No,No,No,Medium,No,Moderate,No,12,12,Medium,Moderate,High,6129840,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,4.9,4.9,-53,-75,None,Rapid,Routinely Available,,
AGCA5,Agrostis capillaris,No,Medium,None,Mid Summer,Medium,Medium,No,No,No,Low,No,High,No,Medium,Yellow,No,No,Green,Moderate,Porous,Fine,120,112,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Stoloniferous,Spring,Moderate,None,2,2,,,No,Short,No,High,No,None,No,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,32,30,No,No,No,No,Yes,Yes,Yes,No,No,Medium,No,Moderate,No,12,12,Medium,Moderate,High,5816200,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,5,4.9,-23,-27,None,Rapid,Routinely Available,,
AGCA5,Agrostis capillaris,No,Medium,None,Mid Summer,Medium,Medium,No,No,No,Low,No,High,Yes,Medium,Yellow,No,No,Green,Moderate,Porous,Fine,120,112,No,High,Brown,No,Summer,No,Summer,,Yes,Semi-Erect,Stoloniferous,Spring and Summer,Moderate,None,2,2,,,No,Short,No,High,No,None,No,No,Low,Medium,,43560,19000,43560,33000,No,No,60,60,32,30,No,No,No,No,Yes,Yes,Yes,No,No,Medium,No,Rapid,No,12,12,Medium,Slow,High,5890800,1500000,Intolerant,No,Yes,No,Yes,7.5,7.5,5,4.9,-23,-27,None,Rapid,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,High,High,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Rapid,None,2,2,,,No,Long,No,Low,No,None,No,No,Medium,High,,,,,,No,No,18,15,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,10,9,High,Slow,High,311200,300000,Intolerant,No,Yes,Yes,Yes,8.5,8.5,6,5.9,-38,-42,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Medium,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Spring,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Medium,No,None,No,No,Low,High,,,,,,No,No,24,20,10,10,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,10,9,Medium,Moderate,High,165000,100000,Intolerant,No,No,Yes,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Medium,Yes,Medium,Yellow,No,Yes,Green,Moderate,Porous,Fine,90,82,No,High,Brown,No,Summer,Yes,Spring,,Yes,Erect,Rhizomatous,Spring and Fall,Rapid,None,2,2,,,No,Long,No,Low,No,None,No,No,Medium,High,,,,,,No,No,25,25,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,12,12,Medium,Slow,High,311200,300000,Intolerant,No,No,Yes,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,High,Medium,No,No,No,Medium,No,Medium,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Summer,No,Spring,,Yes,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,18,15,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,15,15,Medium,Slow,High,311200,300000,Intolerant,No,Yes,No,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,Medium,Medium,No,Yes,No,High,No,Medium,Yes,High,Green,No,No,Green,Porous,Porous,Fine,60,52,No,Medium,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Moderate,None,2,2,,,No,Long,No,Medium,No,None,No,No,Low,Medium,,,,,,No,No,30,30,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,18,18,Medium,Slow,Medium,311200,300000,Intolerant,No,No,Yes,Yes,8.2,8.1,6,5.9,-28,-32,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,Medium,Medium,No,Yes,No,High,No,Medium,Yes,High,Green,No,No,Green,Porous,Porous,Fine,90,82,No,Medium,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Moderate,None,2,2,,,No,Long,No,Medium,No,None,No,No,Low,Medium,,,,,,No,No,30,30,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,15,15,Medium,Slow,Medium,311200,300000,Intolerant,No,No,Yes,Yes,8.2,8.1,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGCR,Agropyron cristatum,No,None,None,Early Spring,Medium,Medium,No,Yes,No,High,No,Medium,Yes,High,Green,No,No,Green,Porous,Porous,Fine,90,82,No,Medium,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Moderate,None,2,2,,,No,Long,No,Medium,No,None,No,No,Low,Medium,,,,,,No,No,30,30,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,15,15,Medium,Slow,Medium,311200,300000,Intolerant,No,No,Yes,Yes,8.2,8.1,6,5.9,-28,-32,None,Slow,Routinely Available,,
AGDE2,Agropyron desertorum,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Medium,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Spring,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Moderate,None,2,2,,,No,Long,No,Medium,No,None,No,No,Low,High,,,,,,No,No,16,15,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,10,9,Medium,Rapid,High,194120,100000,Intolerant,No,No,Yes,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGDE2,Agropyron desertorum,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Medium,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Spring,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,24,20,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,10,9,Medium,Slow,High,194120,100000,Intolerant,No,Yes,Yes,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGDE2,Agropyron desertorum,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Medium,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,25,25,6,6,No,No,No,No,Yes,No,No,No,No,High,No,Slow,No,15,15,Medium,Slow,High,180000,100000,Intolerant,No,No,No,Yes,8.5,8.5,6,5.9,-43,-47,None,Slow,Routinely Available,,
AGDE2,Agropyron desertorum,No,None,None,Early Spring,Medium,Medium,No,Yes,No,High,No,Medium,Yes,High,Green,No,No,Green,Porous,Porous,Fine,90,82,No,Medium,Brown,No,Summer,Yes,Spring,,Yes,Erect,Bunch,Spring and Fall,Moderate,Medium,2,2,,,No,Long,No,Medium,No,None,No,No,Low,Medium,,,,,,No,No,30,30,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,15,15,Medium,Slow,Medium,194120,100000,Intolerant,No,Yes,Yes,Yes,8.2,8.1,6,5.9,47,43,None,Slow,Routinely Available,,
AGEX,Agrostis exarata,No,Medium,None,Late Spring,Low,Medium,No,No,No,Low,No,Medium,No,Medium,Yellow,No,Yes,Green,Porous,Porous,Medium,90,82,No,Low,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Moderate,None,3,3,,,No,Moderate,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,30,30,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,10,9,Low,Slow,Low,5600000,1500000,Intolerant,No,Yes,Yes,Yes,7.5,7.5,5.5,5.5,-38,-42,None,Slow,Contracting Only,,
AGFR,Agropyron fragile,No,None,None,Early Spring,High,Medium,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Spring,Yes,Spring,,No,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,24,20,8,8,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,10,9,High,Moderate,High,206000,200000,Intolerant,No,Yes,No,Yes,9,8.9,5.6,5.5,-43,-47,None,Slow,Routinely Available,,
AGFR,Agropyron fragile,No,None,None,Mid Spring,Medium,Medium,No,No,No,High,No,Low,No,Medium,Yellow,No,Yes,Green,Moderate,Porous,Fine,90,82,No,High,Brown,No,Summer,No,Summer,,No,Erect,Bunch,Spring and Fall,Rapid,None,3,3,,,No,Long,No,Low,No,None,No,No,Medium,Medium,,,,,,No,No,25,25,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Rapid,No,10,9,High,Moderate,High,206000,200000,Intolerant,No,Yes,No,Yes,9,8.9,5.6,5.5,-43,-47,None,Slow,Routinely Available,,
AGFR,Agropyron fragile,No,None,None,Spring,High,Medium,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Dense,Porous,Fine,90,82,No,High,Brown,No,Summer,Yes,Spring,,No,Erect,Bunch,Spring and Fall,Rapid,None,2,2,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,20,20,6,6,No,No,No,No,Yes,No,No,No,No,Medium,No,Rapid,No,10,9,High,Moderate,High,206000,200000,Intolerant,No,Yes,No,Yes,9,8.9,5.6,5.5,-43,-47,None,Slow,Routinely Available,,
